date,structural_liquidity_bln,stress_label,stress_intensity
2014-03-30,2404.41,0,0.0
2014-03-31,2573.5,0,0.0
2014-04-01,2567.48,0,0.0
2014-04-02,2469.2,0,0.0
2014-04-03,2596.85,0,0.0
2014-04-04,2549.01,0,0.0
2014-04-05,2523.0,0,0.0
2014-04-06,2566.68,0,0.0
2014-04-07,2551.71,0,0.0
2014-04-08,2702.36,0,0.0
2014-04-09,2677.63,0,0.0
2014-04-10,2687.12,0,0.0
2014-04-11,2590.42,0,0.0
2014-04-12,2643.74,0,0.0
2014-04-13,2813.64,0,0.0
2014-04-14,2643.69,0,0.0
2014-04-15,2578.02,0,0.0
2014-04-16,2757.9,0,0.0
2014-04-17,2716.14,0,0.0
2014-04-18,2540.63,0,0.0
2014-04-19,2511.4,0,0.0
2014-04-20,2581.66,0,0.0
2014-04-21,2622.71,0,0.0
2014-04-22,2490.2,0,0.0
2014-04-23,2566.05,0,0.0
2014-04-24,2598.42,0,0.0
2014-04-25,2488.98,0,0.0
2014-04-26,2625.46,0,0.0
2014-04-27,2600.62,0,0.0
2014-04-28,2448.2,0,0.0
2014-04-29,2633.4,0,0.0
2014-04-30,2453.2,0,0.0
2014-05-01,2486.62,0,0.0
2014-05-02,2576.53,0,0.0
2014-05-03,2600.57,0,0.0
2014-05-04,2540.06,0,0.0
2014-05-05,2493.48,0,0.0
2014-05-06,2698.29,0,0.0
2014-05-07,2691.36,0,0.0
2014-05-08,2771.4,0,0.0
2014-05-09,2691.1,0,0.0
2014-05-10,2675.87,0,0.0
2014-05-11,2622.97,0,0.0
2014-05-12,2681.11,0,0.0
2014-05-13,2712.79,0,0.0
2014-05-14,2647.75,0,0.0
2014-05-15,2608.55,0,0.0
2014-05-16,2786.39,0,0.0
2014-05-17,2658.4,0,0.0
2014-05-18,2459.04,0,0.0
2014-05-19,2646.89,0,0.0
2014-05-20,2600.76,0,0.0
2014-05-21,2612.96,0,0.0
2014-05-22,2579.85,0,0.0
2014-05-23,2632.96,0,0.0
2014-05-24,2605.85,0,0.0
2014-05-25,2526.74,0,0.0
2014-05-26,2480.59,0,0.0
2014-05-27,2467.11,0,0.0
2014-05-28,2542.12,0,0.0
2014-05-29,2480.38,0,0.0
2014-05-30,2500.71,0,0.0
2014-05-31,2543.33,0,0.0
2014-06-01,2644.76,0,0.0
2014-06-02,2456.38,0,0.0
2014-06-03,2557.16,0,0.0
2014-06-04,2474.55,0,0.0
2014-06-05,2700.38,0,0.0
2014-06-06,2797.63,0,0.0
2014-06-07,2682.7,0,0.0
2014-06-08,2721.36,0,0.0
2014-06-09,2748.28,0,0.0
2014-06-10,2785.32,0,0.0
2014-06-11,2704.76,0,0.0
2014-06-12,2822.95,0,0.0
2014-06-13,2712.68,0,0.0
2014-06-14,2773.72,0,0.0
2014-06-15,2730.5,0,0.0
2014-06-16,2791.61,0,0.0
2014-06-17,2875.84,0,0.0
2014-06-18,2546.61,0,0.0
2014-06-19,2564.2,0,0.0
2014-06-20,2537.75,0,0.0
2014-06-21,2528.33,0,0.0
2014-06-22,2521.54,0,0.0
2014-06-23,2566.36,0,0.0
2014-06-24,2517.64,0,0.0
2014-06-25,2520.17,0,0.0
2014-06-26,2363.51,0,0.0
2014-06-27,2659.84,0,0.0
2014-06-28,2677.22,0,0.0
2014-06-29,2613.09,0,0.0
2014-06-30,2514.66,0,0.0
2014-07-01,2489.88,0,0.0
2014-07-02,2470.84,0,0.0
2014-07-03,2614.61,0,0.0
2014-07-04,2655.83,0,0.0
2014-07-05,2584.9,0,0.0
2014-07-06,2630.38,0,0.0
2014-07-07,2604.05,0,0.0
2014-07-08,2705.53,0,0.0
2014-07-09,2821.75,0,0.0
2014-07-10,2818.09,0,0.0
2014-07-11,2692.74,0,0.0
2014-07-12,2810.07,0,0.0
2014-07-13,2748.49,0,0.0
2014-07-14,2741.61,0,0.0
2014-07-15,2784.42,0,0.0
2014-07-16,2782.88,0,0.0
2014-07-17,2817.73,0,0.0
2014-07-18,2525.21,0,0.0
2014-07-19,2617.63,0,0.0
2014-07-20,2505.92,0,0.0
2014-07-21,2570.14,0,0.0
2014-07-22,2574.91,0,0.0
2014-07-23,2645.68,0,0.0
2014-07-24,2583.65,0,0.0
2014-07-25,2566.45,0,0.0
2014-07-26,2676.57,0,0.0
2014-07-27,2556.41,0,0.0
2014-07-28,2554.08,0,0.0
2014-07-29,2463.13,0,0.0
2014-07-30,2571.4,0,0.0
2014-07-31,2524.81,0,0.0
2014-08-01,2569.98,0,0.0
2014-08-02,2602.25,0,0.0
2014-08-03,2516.5,0,0.0
2014-08-04,2533.91,0,0.0
2014-08-05,2663.8,0,0.0
2014-08-06,2734.99,0,0.0
2014-08-07,2707.09,0,0.0
2014-08-08,2908.2,0,0.0
2014-08-09,2866.94,0,0.0
2014-08-10,2856.73,0,0.0
2014-08-11,2685.69,0,0.0
2014-08-12,2758.65,0,0.0
2014-08-13,2692.29,0,0.0
2014-08-14,2890.6,0,0.0
2014-08-15,2825.15,0,0.0
2014-08-16,2703.02,0,0.0
2014-08-17,2795.76,0,0.0
2014-08-18,2495.67,0,0.0
2014-08-19,2583.46,0,0.0
2014-08-20,2581.2,0,0.0
2014-08-21,2640.97,0,0.0
2014-08-22,2657.38,0,0.0
2014-08-23,2594.76,0,0.0
2014-08-24,2579.15,0,0.0
2014-08-25,2383.67,0,0.0
2014-08-26,2695.76,0,0.0
2014-08-27,2551.72,0,0.0
2014-08-28,2601.35,0,0.0
2014-08-29,2741.79,0,0.0
2014-08-30,2517.57,0,0.0
2014-08-31,2596.79,0,0.0
2014-09-01,2627.93,0,0.0
2014-09-02,2666.86,0,0.0
2014-09-03,2596.14,0,0.0
2014-09-04,2672.68,0,0.0
2014-09-05,2749.45,0,0.0
2014-09-06,2811.99,0,0.0
2014-09-07,2803.75,0,0.0
2014-09-08,2771.11,0,0.0
2014-09-09,2798.24,0,0.0
2014-09-10,2720.53,0,0.0
2014-09-11,2758.14,0,0.0
2014-09-12,2694.06,0,0.0
2014-09-13,2749.16,0,0.0
2014-09-14,2852.0,0,0.0
2014-09-15,2805.49,0,0.0
2014-09-16,2798.32,0,0.0
2014-09-17,2674.51,0,0.0
2014-09-18,2619.37,0,0.0
2014-09-19,2594.61,0,0.0
2014-09-20,2633.74,0,0.0
2014-09-21,2688.83,0,0.0
2014-09-22,2572.44,0,0.0
2014-09-23,2578.61,0,0.0
2014-09-24,2658.9,0,0.0
2014-09-25,2560.09,0,0.0
2014-09-26,2605.07,0,0.0
2014-09-27,2469.69,0,0.0
2014-09-28,2579.52,0,0.0
2014-09-29,2684.44,0,0.0
2014-09-30,2621.47,0,0.0
2014-10-01,2658.19,0,0.0
2014-10-02,2661.93,0,0.0
2014-10-03,2687.51,0,0.0
2014-10-04,2577.28,0,0.0
2014-10-05,2661.12,0,0.0
2014-10-06,2745.98,0,0.0001
2014-10-07,2598.18,0,0.0001
2014-10-08,2694.11,0,0.0001
2014-10-09,2741.21,0,0.0001
2014-10-10,2810.29,0,0.0002
2014-10-11,2671.8,0,0.0002
2014-10-12,2730.21,0,0.0003
2014-10-13,2758.23,0,0.0003
2014-10-14,2786.7,0,0.0004
2014-10-15,2896.2,0,0.0005
2014-10-16,2823.97,0,0.0007
2014-10-17,2706.65,0,0.0009
2014-10-18,2850.19,0,0.0011
2014-10-19,2597.41,0,0.0014
2014-10-20,2488.87,0,0.0018
2014-10-21,2530.13,0,0.0022
2014-10-22,2529.96,0,0.0027
2014-10-23,2508.77,0,0.0034
2014-10-24,2628.92,0,0.0041
2014-10-25,2421.25,0,0.0051
2014-10-26,2657.29,0,0.0062
2014-10-27,2645.01,0,0.0076
2014-10-28,2560.77,0,0.0092
2014-10-29,2648.04,0,0.0111
2014-10-30,2515.24,0,0.0134
2014-10-31,2528.87,0,0.016
2014-11-01,2616.27,0,0.0192
2014-11-02,2563.35,0,0.0228
2014-11-03,2532.2,0,0.027
2014-11-04,2560.69,0,0.0319
2014-11-05,2828.32,0,0.0375
2014-11-06,2819.55,0,0.0439
2014-11-07,2756.93,0,0.0513
2014-11-08,2698.08,0,0.0596
2014-11-09,2745.98,0,0.069
2014-11-10,2645.82,0,0.0796
2014-11-11,2766.45,0,0.0914
2014-11-12,2739.55,0,0.1046
2014-11-13,2789.25,0,0.1192
2014-11-14,2596.04,0,0.1353
2014-11-15,2570.95,0,0.1531
2014-11-16,2648.4,0,0.1724
2014-11-17,2574.56,0,0.1935
2014-11-18,2455.45,0,0.2163
2014-11-19,2452.64,0,0.2408
2014-11-20,2452.5,0,0.2671
2014-11-21,2318.82,0,0.295
2014-11-22,2343.87,0,0.3247
2014-11-23,2223.15,0,0.3559
2014-11-24,2239.58,0,0.3886
2014-11-25,2189.4,0,0.4226
2014-11-26,2152.21,1,0.4578
2014-11-27,2243.02,1,0.4941
2014-11-28,2001.79,1,0.5311
2014-11-29,2052.74,1,0.5687
2014-11-30,2020.32,1,0.6065
2014-12-01,2022.4,1,0.6444
2014-12-02,1873.31,1,0.6819
2014-12-03,1889.82,1,0.7189
2014-12-04,1836.06,1,0.7548
2014-12-05,1695.17,1,0.7895
2014-12-06,2065.39,1,0.8226
2014-12-07,1864.43,1,0.8537
2014-12-08,1828.07,1,0.8825
2014-12-09,1968.63,1,0.9087
2014-12-10,1862.75,1,0.9321
2014-12-11,1845.43,1,0.9523
2014-12-12,1830.29,1,0.9692
2014-12-13,1905.39,1,0.9826
2014-12-14,1790.18,1,0.9922
2014-12-15,1858.83,1,0.998
2014-12-16,1743.77,1,1.0
2014-12-17,1840.89,1,0.998
2014-12-18,1703.28,1,0.9922
2014-12-19,1744.72,1,0.9826
2014-12-20,1565.0,1,0.9692
2014-12-21,1662.07,1,0.9523
2014-12-22,1804.09,1,0.9321
2014-12-23,1781.92,1,0.9087
2014-12-24,1733.59,1,0.8825
2014-12-25,1773.75,1,0.8537
2014-12-26,1821.94,1,0.8226
2014-12-27,1809.38,1,0.7895
2014-12-28,1901.72,1,0.7548
2014-12-29,1931.79,1,0.7189
2014-12-30,1862.1,1,0.6819
2014-12-31,1937.96,1,0.6444
2015-01-01,1975.81,1,0.6065
2015-01-02,2024.24,1,0.5687
2015-01-03,2093.64,1,0.5311
2015-01-04,2122.55,1,0.4941
2015-01-05,2098.0,1,0.4578
2015-01-06,2264.91,0,0.4226
2015-01-07,2209.99,0,0.3886
2015-01-08,2515.38,0,0.3559
2015-01-09,2543.03,0,0.3247
2015-01-10,2408.24,0,0.295
2015-01-11,2471.3,0,0.2671
2015-01-12,2500.5,0,0.2408
2015-01-13,2570.79,0,0.2163
2015-01-14,2618.79,0,0.1935
2015-01-15,2600.62,0,0.1724
2015-01-16,2573.15,0,0.1531
2015-01-17,2732.63,0,0.1353
2015-01-18,2431.58,0,0.1192
2015-01-19,2521.66,0,0.1046
2015-01-20,2483.02,0,0.0914
2015-01-21,2491.91,0,0.0796
2015-01-22,2549.44,0,0.069
2015-01-23,2614.33,0,0.0596
2015-01-24,2541.21,0,0.0513
2015-01-25,2496.02,0,0.0439
2015-01-26,2629.55,0,0.0375
2015-01-27,2570.22,0,0.0319
2015-01-28,2553.26,0,0.027
2015-01-29,2612.42,0,0.0228
2015-01-30,2569.44,0,0.0192
2015-01-31,2710.58,0,0.016
2015-02-01,2552.94,0,0.0134
2015-02-02,2629.11,0,0.0111
2015-02-03,2584.34,0,0.0092
2015-02-04,2585.06,0,0.0076
2015-02-05,2713.7,0,0.0062
2015-02-06,2714.49,0,0.0051
2015-02-07,2770.26,0,0.0041
2015-02-08,2681.67,0,0.0034
2015-02-09,2700.69,0,0.0027
2015-02-10,2738.97,0,0.0022
2015-02-11,2818.38,0,0.0018
2015-02-12,2742.69,0,0.0014
2015-02-13,2741.29,0,0.0011
2015-02-14,2667.86,0,0.0009
2015-02-15,2846.42,0,0.0007
2015-02-16,2807.65,0,0.0005
2015-02-17,2814.42,0,0.0004
2015-02-18,2460.15,0,0.0003
2015-02-19,2576.83,0,0.0003
2015-02-20,2492.38,0,0.0002
2015-02-21,2602.89,0,0.0002
2015-02-22,2573.01,0,0.0001
2015-02-23,2585.17,0,0.0001
2015-02-24,2504.2,0,0.0001
2015-02-25,2482.52,0,0.0001
2015-02-26,2507.78,0,0.0
2015-02-27,2568.74,0,0.0
2015-02-28,2532.3,0,0.0
2015-03-01,2563.8,0,0.0
2015-03-02,2480.08,0,0.0
2015-03-03,2545.51,0,0.0
2015-03-04,2635.9,0,0.0
2015-03-05,2566.1,0,0.0
2015-03-06,2569.44,0,0.0
2015-03-07,2569.24,0,0.0
2015-03-08,2689.04,0,0.0
2015-03-09,2827.65,0,0.0
2015-03-10,2744.05,0,0.0
2015-03-11,2731.62,0,0.0
2015-03-12,2764.01,0,0.0
2015-03-13,2779.75,0,0.0
2015-03-14,2636.89,0,0.0
2015-03-15,2720.76,0,0.0
2015-03-16,2861.62,0,0.0
2015-03-17,2823.16,0,0.0
2015-03-18,2527.88,0,0.0
2015-03-19,2581.35,0,0.0
2015-03-20,2512.02,0,0.0
2015-03-21,2555.46,0,0.0
2015-03-22,2501.9,0,0.0
2015-03-23,2500.01,0,0.0
2015-03-24,2491.64,0,0.0
2015-03-25,2638.67,0,0.0
2015-03-26,2497.3,0,0.0
2015-03-27,2601.94,0,0.0
2015-03-28,2498.86,0,0.0
2015-03-29,2490.62,0,0.0
2015-03-30,2550.62,0,0.0
2015-03-31,2440.08,0,0.0
2015-04-01,2566.88,0,0.0
2015-04-02,2514.01,0,0.0
2015-04-03,2486.24,0,0.0
2015-04-04,2471.46,0,0.0
2015-04-05,2648.52,0,0.0
2015-04-06,2517.32,0,0.0
2015-04-07,2513.75,0,0.0
2015-04-08,2754.62,0,0.0
2015-04-09,2642.33,0,0.0
2015-04-10,2769.92,0,0.0
2015-04-11,2693.02,0,0.0
2015-04-12,2604.55,0,0.0
2015-04-13,2659.16,0,0.0
2015-04-14,2621.61,0,0.0
2015-04-15,2697.21,0,0.0
2015-04-16,2639.49,0,0.0
2015-04-17,2631.47,0,0.0
2015-04-18,2528.33,0,0.0
2015-04-19,2511.33,0,0.0
2015-04-20,2586.19,0,0.0
2015-04-21,2582.44,0,0.0
2015-04-22,2509.83,0,0.0
2015-04-23,2537.44,0,0.0
2015-04-24,2412.59,0,0.0
2015-04-25,2548.44,0,0.0
2015-04-26,2529.0,0,0.0
2015-04-27,2563.43,0,0.0
2015-04-28,2480.62,0,0.0
2015-04-29,2480.29,0,0.0
2015-04-30,2479.8,0,0.0
2015-05-01,2591.08,0,0.0
2015-05-02,2515.32,0,0.0
2015-05-03,2398.79,0,0.0
2015-05-04,2537.0,0,0.0
2015-05-05,2464.09,0,0.0
2015-05-06,2743.79,0,0.0
2015-05-07,2707.4,0,0.0
2015-05-08,2752.09,0,0.0
2015-05-09,2738.07,0,0.0
2015-05-10,2730.55,0,0.0
2015-05-11,2742.44,0,0.0
2015-05-12,2720.75,0,0.0
2015-05-13,2621.75,0,0.0
2015-05-14,2591.58,0,0.0
2015-05-15,2611.02,0,0.0
2015-05-16,2711.55,0,0.0
2015-05-17,2518.6,0,0.0
2015-05-18,2481.18,0,0.0
2015-05-19,2463.96,0,0.0
2015-05-20,2559.85,0,0.0
2015-05-21,2471.74,0,0.0
2015-05-22,2454.46,0,0.0
2015-05-23,2563.0,0,0.0
2015-05-24,2470.54,0,0.0
2015-05-25,2459.09,0,0.0
2015-05-26,2442.81,0,0.0
2015-05-27,2492.23,0,0.0
2015-05-28,2451.16,0,0.0
2015-05-29,2450.43,0,0.0
2015-05-30,2565.05,0,0.0
2015-05-31,2473.01,0,0.0
2015-06-01,2439.73,0,0.0
2015-06-02,2403.22,0,0.0
2015-06-03,2479.84,0,0.0
2015-06-04,2429.59,0,0.0
2015-06-05,2621.06,0,0.0
2015-06-06,2588.69,0,0.0
2015-06-07,2655.86,0,0.0
2015-06-08,2557.38,0,0.0
2015-06-09,2667.87,0,0.0
2015-06-10,2604.63,0,0.0
2015-06-11,2685.75,0,0.0
2015-06-12,2669.74,0,0.0
2015-06-13,2643.98,0,0.0
2015-06-14,2691.24,0,0.0
2015-06-15,2736.46,0,0.0
2015-06-16,2716.73,0,0.0
2015-06-17,2548.09,0,0.0
2015-06-18,2412.96,0,0.0
2015-06-19,2419.94,0,0.0
2015-06-20,2491.85,0,0.0
2015-06-21,2415.41,0,0.0
2015-06-22,2411.87,0,0.0
2015-06-23,2399.66,0,0.0
2015-06-24,2465.82,0,0.0
2015-06-25,2486.66,0,0.0
2015-06-26,2365.66,0,0.0
2015-06-27,2409.99,0,0.0
2015-06-28,2319.25,0,0.0
2015-06-29,2285.98,0,0.0
2015-06-30,2471.95,0,0.0
2015-07-01,2459.95,0,0.0
2015-07-02,2449.66,0,0.0
2015-07-03,2540.61,0,0.0
2015-07-04,2327.54,0,0.0
2015-07-05,2300.26,0,0.0
2015-07-06,2361.45,0,0.0
2015-07-07,2295.7,0,0.0
2015-07-08,2572.61,0,0.0
2015-07-09,2649.36,0,0.0
2015-07-10,2629.76,0,0.0
2015-07-11,2676.27,0,0.0
2015-07-12,2632.58,0,0.0
2015-07-13,2581.22,0,0.0
2015-07-14,2572.3,0,0.0
2015-07-15,2633.92,0,0.0
2015-07-16,2505.03,0,0.0
2015-07-17,2396.94,0,0.0
2015-07-18,2447.85,0,0.0
2015-07-19,2436.72,0,0.0
2015-07-20,2522.49,0,0.0
2015-07-21,2464.75,0,0.0
2015-07-22,2438.58,0,0.0
2015-07-23,2397.2,0,0.0
2015-07-24,2363.76,0,0.0
2015-07-25,2397.27,0,0.0
2015-07-26,2476.57,0,0.0
2015-07-27,2443.63,0,0.0
2015-07-28,2473.21,0,0.0
2015-07-29,2418.43,0,0.0
2015-07-30,2352.02,0,0.0
2015-07-31,2484.93,0,0.0
2015-08-01,2478.05,0,0.0
2015-08-02,2419.56,0,0.0
2015-08-03,2442.64,0,0.0
2015-08-04,2438.06,0,0.0
2015-08-05,2554.06,0,0.0
2015-08-06,2566.6,0,0.0
2015-08-07,2523.39,0,0.0
2015-08-08,2564.37,0,0.0
2015-08-09,2647.53,0,0.0
2015-08-10,2634.2,0,0.0
2015-08-11,2614.84,0,0.0
2015-08-12,2639.89,0,0.0
2015-08-13,2552.81,0,0.0
2015-08-14,2499.3,0,0.0
2015-08-15,2564.38,0,0.0
2015-08-16,2568.53,0,0.0
2015-08-17,2616.52,0,0.0
2015-08-18,2424.85,0,0.0
2015-08-19,2456.31,0,0.0
2015-08-20,2258.66,0,0.0
2015-08-21,2336.78,0,0.0
2015-08-22,2381.72,0,0.0
2015-08-23,2417.84,0,0.0
2015-08-24,2521.83,0,0.0
2015-08-25,2321.19,0,0.0
2015-08-26,2337.6,0,0.0
2015-08-27,2355.24,0,0.0
2015-08-28,2333.32,0,0.0
2015-08-29,2323.07,0,0.0
2015-08-30,2382.81,0,0.0
2015-08-31,2442.79,0,0.0
2015-09-01,2385.64,0,0.0
2015-09-02,2321.03,0,0.0
2015-09-03,2363.18,0,0.0
2015-09-04,2307.46,0,0.0
2015-09-05,2617.9,0,0.0
2015-09-06,2648.66,0,0.0
2015-09-07,2448.39,0,0.0
2015-09-08,2566.0,0,0.0
2015-09-09,2499.56,0,0.0
2015-09-10,2553.27,0,0.0
2015-09-11,2542.67,0,0.0
2015-09-12,2460.1,0,0.0
2015-09-13,2624.89,0,0.0
2015-09-14,2535.5,0,0.0
2015-09-15,2513.86,0,0.0
2015-09-16,2551.02,0,0.0
2015-09-17,2485.92,0,0.0
2015-09-18,2349.63,0,0.0
2015-09-19,2241.19,0,0.0
2015-09-20,2206.46,0,0.0
2015-09-21,2295.68,0,0.0
2015-09-22,2323.19,0,0.0
2015-09-23,2242.65,0,0.0
2015-09-24,2323.59,0,0.0
2015-09-25,2320.3,0,0.0
2015-09-26,2350.06,0,0.0
2015-09-27,2393.05,0,0.0
2015-09-28,2463.49,0,0.0
2015-09-29,2379.11,0,0.0
2015-09-30,2286.39,0,0.0
2015-10-01,2392.75,0,0.0
2015-10-02,2439.55,0,0.0
2015-10-03,2274.78,0,0.0
2015-10-04,2277.48,0,0.0
2015-10-05,2253.4,0,0.0
2015-10-06,2308.17,0,0.0
2015-10-07,2368.21,0,0.0
2015-10-08,2619.46,0,0.0
2015-10-09,2580.1,0,0.0
2015-10-10,2546.3,0,0.0
2015-10-11,2523.32,0,0.0
2015-10-12,2544.9,0,0.0
2015-10-13,2547.84,0,0.0
2015-10-14,2602.37,0,0.0
2015-10-15,2515.42,0,0.0
2015-10-16,2532.91,0,0.0
2015-10-17,2488.46,0,0.0
2015-10-18,2341.5,0,0.0
2015-10-19,2316.59,0,0.0
2015-10-20,2255.06,0,0.0
2015-10-21,2388.27,0,0.0
2015-10-22,2427.37,0,0.0
2015-10-23,2327.34,0,0.0
2015-10-24,2350.49,0,0.0
2015-10-25,2384.05,0,0.0
2015-10-26,2317.87,0,0.0
2015-10-27,2338.66,0,0.0
2015-10-28,2311.38,0,0.0
2015-10-29,2288.91,0,0.0
2015-10-30,2357.69,0,0.0
2015-10-31,2356.25,0,0.0
2015-11-01,2382.06,0,0.0
2015-11-02,2321.04,0,0.0
2015-11-03,2242.44,0,0.0
2015-11-04,2391.59,0,0.0
2015-11-05,2451.02,0,0.0
2015-11-06,2449.07,0,0.0
2015-11-07,2462.54,0,0.0
2015-11-08,2382.97,0,0.0
2015-11-09,2481.34,0,0.0
2015-11-10,2534.93,0,0.0
2015-11-11,2465.68,0,0.0
2015-11-12,2580.04,0,0.0
2015-11-13,2575.21,0,0.0
2015-11-14,2549.26,0,0.0
2015-11-15,2364.89,0,0.0
2015-11-16,2583.06,0,0.0
2015-11-17,2473.66,0,0.0
2015-11-18,2417.39,0,0.0
2015-11-19,2268.24,0,0.0
2015-11-20,2297.64,0,0.0
2015-11-21,2311.78,0,0.0
2015-11-22,2244.58,0,0.0
2015-11-23,2199.08,0,0.0
2015-11-24,2147.8,0,0.0
2015-11-25,2494.82,0,0.0
2015-11-26,2193.67,0,0.0
2015-11-27,2193.81,0,0.0
2015-11-28,2337.81,0,0.0
2015-11-29,2207.33,0,0.0
2015-11-30,2194.51,0,0.0
2015-12-01,2111.56,0,0.0
2015-12-02,2316.69,0,0.0
2015-12-03,2227.38,0,0.0
2015-12-04,2338.02,0,0.0
2015-12-05,2290.55,0,0.0
2015-12-06,2480.32,0,0.0
2015-12-07,2444.57,0,0.0
2015-12-08,2455.4,0,0.0
2015-12-09,2414.46,0,0.0
2015-12-10,2419.91,0,0.0
2015-12-11,2400.04,0,0.0
2015-12-12,2568.93,0,0.0
2015-12-13,2444.08,0,0.0
2015-12-14,2321.92,0,0.0
2015-12-15,2485.27,0,0.0
2015-12-16,2415.53,0,0.0
2015-12-17,2464.2,0,0.0
2015-12-18,2268.9,0,0.0
2015-12-19,2382.62,0,0.0
2015-12-20,2260.16,0,0.0
2015-12-21,2337.48,0,0.0
2015-12-22,2329.96,0,0.0
2015-12-23,2194.3,0,0.0
2015-12-24,2294.68,0,0.0
2015-12-25,2232.54,0,0.0
2015-12-26,2202.63,0,0.0
2015-12-27,2202.25,0,0.0
2015-12-28,2333.32,0,0.0
2015-12-29,2451.1,0,0.0
2015-12-30,2226.34,0,0.0
2015-12-31,2292.09,0,0.0
2016-01-01,2297.63,0,0.0
2016-01-02,2242.39,0,0.0
2016-01-03,2367.73,0,0.0
2016-01-04,2418.44,0,0.0
2016-01-05,2236.19,0,0.0
2016-01-06,2387.19,0,0.0
2016-01-07,2238.33,0,0.0
2016-01-08,2390.22,0,0.0
2016-01-09,2443.65,0,0.0
2016-01-10,2508.62,0,0.0
2016-01-11,2444.8,0,0.0
2016-01-12,2498.96,0,0.0
2016-01-13,2465.17,0,0.0
2016-01-14,2537.83,0,0.0
2016-01-15,2483.84,0,0.0
2016-01-16,2548.28,0,0.0
2016-01-17,2392.51,0,0.0
2016-01-18,2254.5,0,0.0
2016-01-19,2267.09,0,0.0
2016-01-20,2211.16,0,0.0
2016-01-21,2200.68,0,0.0
2016-01-22,2290.46,0,0.0
2016-01-23,2308.36,0,0.0
2016-01-24,2271.93,0,0.0
2016-01-25,2332.94,0,0.0
2016-01-26,2191.89,0,0.0
2016-01-27,2237.7,0,0.0
2016-01-28,2185.94,0,0.0
2016-01-29,2271.21,0,0.0
2016-01-30,2293.38,0,0.0
2016-01-31,2348.41,0,0.0
2016-02-01,2184.2,0,0.0
2016-02-02,2284.47,0,0.0
2016-02-03,2353.15,0,0.0
2016-02-04,2194.24,0,0.0
2016-02-05,2358.55,0,0.0
2016-02-06,2342.62,0,0.0
